"Notes"	"County"	"County Code"	Avg Daily Max Air Temperature (F)	Avg Daily Min Air Temperature (F)	Avg Daily Max Heat Index (F)
	"Sully County, SD"	"46119"	58.15	38.92	90.07
	"Todd County, SD"	"46121"	60.07	40.41	89.41
	"Tripp County, SD"	"46123"	60.19	40.46	91.09
	"Turner County, SD"	"46125"	60.26	38.11	94.14
	"Union County, SD"	"46127"	61.08	39.52	94.29
	"Walworth County, SD"	"46129"	56.40	36.91	89.85
	"Yankton County, SD"	"46135"	61.57	39.35	94.60
	"Ziebach County, SD"	"46137"	58.85	38.79	89.43
	"Anderson County, TN"	"47001"	67.57	50.04	91.50
	"Bedford County, TN"	"47003"	69.79	51.18	93.78
	"Benton County, TN"	"47005"	70.85	51.04	96.33
	"Bledsoe County, TN"	"47007"	68.04	49.81	90.80
	"Blount County, TN"	"47009"	68.18	51.58	91.59
	"Bradley County, TN"	"47011"	71.52	53.28	93.70
	"Campbell County, TN"	"47013"	66.04	49.38	90.47
	"Cannon County, TN"	"47015"	68.74	50.55	93.25
	"Carroll County, TN"	"47017"	71.83	52.11	96.36
	"Carter County, TN"	"47019"	62.97	46.68	87.26
	"Cheatham County, TN"	"47021"	69.67	50.69	95.06
	"Chester County, TN"	"47023"	72.67	51.48	95.99
	"Claiborne County, TN"	"47025"	66.20	49.54	90.37
	"Clay County, TN"	"47027"	67.89	50.71	94.32
	"Cocke County, TN"	"47029"	67.16	49.89	90.19
	"Coffee County, TN"	"47031"	69.08	50.61	92.89
	"Crockett County, TN"	"47033"	72.49	52.35	97.16
	"Cumberland County, TN"	"47035"	65.61	48.72	89.42
	"Davidson County, TN"	"47037"	69.88	50.72	95.13
	"Decatur County, TN"	"47039"	71.66	52.07	96.14
	"DeKalb County, TN"	"47041"	68.96	50.90	93.98
	"Dickson County, TN"	"47043"	69.48	50.81	94.85
	"Dyer County, TN"	"47045"	72.26	51.72	97.47
	"Fayette County, TN"	"47047"	73.39	53.13	96.72
	"Fentress County, TN"	"47049"	65.61	49.44	90.75
	"Franklin County, TN"	"47051"	69.37	50.96	92.45
	"Gibson County, TN"	"47053"	72.01	51.68	96.94
	"Giles County, TN"	"47055"	70.69	51.57	94.12
	"Grainger County, TN"	"47057"	67.90	50.41	91.11
	"Greene County, TN"	"47059"	67.06	49.75	90.01
	"Grundy County, TN"	"47061"	67.09	49.72	89.85
	"Hamblen County, TN"	"47063"	68.36	50.57	91.23
	"Hamilton County, TN"	"47065"	70.99	52.22	93.32
	"Hancock County, TN"	"47067"	66.15	49.81	90.21
	"Hardeman County, TN"	"47069"	72.96	52.23	96.30
	"Hardin County, TN"	"47071"	72.70	52.57	95.70
	"Hawkins County, TN"	"47073"	67.34	50.05	90.37
	"Haywood County, TN"	"47075"	72.92	52.34	97.34
	"Henderson County, TN"	"47077"	71.98	51.81	95.96
	"Henry County, TN"	"47079"	70.43	50.91	96.61
	"Hickman County, TN"	"47081"	70.27	51.56	95.15
	"Houston County, TN"	"47083"	69.92	50.74	95.95
	"Humphreys County, TN"	"47085"	70.22	50.53	95.73
	"Jackson County, TN"	"47087"	68.48	50.67	94.54
	"Jefferson County, TN"	"47089"	68.52	50.77	91.50
	"Johnson County, TN"	"47091"	61.38	45.12	85.84
	"Knox County, TN"	"47093"	69.13	51.62	92.84
	"Lake County, TN"	"47095"	71.93	51.10	97.71
	"Lauderdale County, TN"	"47097"	72.97	52.19	97.38
	"Lawrence County, TN"	"47099"	70.58	51.98	94.06
	"Lewis County, TN"	"47101"	70.11	51.56	94.40
	"Lincoln County, TN"	"47103"	70.71	51.64	93.95
	"Loudon County, TN"	"47105"	70.04	52.42	93.09
	"McMinn County, TN"	"47107"	71.04	52.51	93.13
	"McNairy County, TN"	"47109"	72.94	52.07	95.80
	"Macon County, TN"	"47111"	68.15	49.74	94.04
	"Madison County, TN"	"47113"	72.77	51.73	96.45
	"Marion County, TN"	"47115"	69.02	50.62	91.75
	"Marshall County, TN"	"47117"	70.31	51.33	93.98
	"Maury County, TN"	"47119"	70.30	51.56	94.79
	"Meigs County, TN"	"47121"	71.05	52.66	93.70
	"Monroe County, TN"	"47123"	68.51	50.82	91.23
	"Montgomery County, TN"	"47125"	69.50	50.77	95.64
	"Moore County, TN"	"47127"	69.89	51.12	93.41
	"Morgan County, TN"	"47129"	66.67	49.97	90.78
	"Obion County, TN"	"47131"	71.20	51.16	97.06
	"Overton County, TN"	"47133"	66.82	50.56	92.43
	"Perry County, TN"	"47135"	70.93	51.50	95.45
	"Pickett County, TN"	"47137"	66.65	50.28	92.67
	"Polk County, TN"	"47139"	69.82	51.89	91.84
	"Putnam County, TN"	"47141"	67.27	50.37	92.37
	"Rhea County, TN"	"47143"	68.66	51.25	92.09
	"Roane County, TN"	"47145"	69.62	52.06	93.42
	"Robertson County, TN"	"47147"	69.02	50.13	94.54
	"Rutherford County, TN"	"47149"	69.86	51.18	94.47
	"Scott County, TN"	"47151"	65.76	49.06	90.63
	"Sequatchie County, TN"	"47153"	67.75	49.44	90.33
	"Sevier County, TN"	"47155"	65.49	49.08	90.90
	"Shelby County, TN"	"47157"	74.11	53.12	97.03
	"Smith County, TN"	"47159"	69.13	50.42	94.73
	"Stewart County, TN"	"47161"	69.55	50.45	96.24
	"Sullivan County, TN"	"47163"	66.08	48.84	89.38
	"Sumner County, TN"	"47165"	68.80	50.52	94.36
	"Tipton County, TN"	"47167"	73.40	52.34	97.26
	"Trousdale County, TN"	"47169"	68.72	50.21	94.46
	"Unicoi County, TN"	"47171"	62.59	45.61	85.82
	"Union County, TN"	"47173"	68.02	50.47	91.48
	"Van Buren County, TN"	"47175"	67.25	49.77	90.76
	"Warren County, TN"	"47177"	68.39	50.86	92.49
	"Washington County, TN"	"47179"	66.58	48.99	89.44
	"Wayne County, TN"	"47181"	71.18	52.27	94.65
	"Weakley County, TN"	"47183"	71.38	51.48	96.69
	"White County, TN"	"47185"	67.85	50.56	92.55
	"Williamson County, TN"	"47187"	69.67	50.57	94.07
	"Wilson County, TN"	"47189"	69.46	50.57	94.78
	"Anderson County, TX"	"48001"	84.11	56.22	97.61
	"Andrews County, TX"	"48003"	80.85	52.98	90.59
	"Angelina County, TX"	"48005"	84.24	55.90	96.98
	"Aransas County, TX"	"48007"	78.93	67.55	94.82
	"Archer County, TX"	"48009"	82.51	55.72	97.68
	"Armstrong County, TX"	"48011"	76.83	50.96	92.02
	"Atascosa County, TX"	"48013"	88.43	60.34	98.18
	"Austin County, TX"	"48015"	84.54	58.15	97.15
	"Bailey County, TX"	"48017"	76.67	49.43	89.71
	"Bandera County, TX"	"48019"	83.64	58.83	93.78
	"Bastrop County, TX"	"48021"	85.76	58.73	97.98
	"Baylor County, TX"	"48023"	82.44	56.17	96.94
	"Bee County, TX"	"48025"	87.20	61.56	97.64
	"Bell County, TX"	"48027"	84.74	58.82	97.45
	"Bexar County, TX"	"48029"	86.17	59.96	97.07
	"Blanco County, TX"	"48031"	83.67	58.17	95.01
	"Borden County, TX"	"48033"	81.59	54.71	92.26
	"Bosque County, TX"	"48035"	83.71	57.81	97.43
	"Bowie County, TX"	"48037"	81.82	54.80	98.09
	"Brazoria County, TX"	"48039"	79.66	63.14	95.86
	"Brazos County, TX"	"48041"	85.36	57.31	97.88
	"Brewster County, TX"	"48043"	81.39	57.89	89.30
	"Briscoe County, TX"	"48045"	78.02	52.50	92.36
	"Brooks County, TX"	"48047"	88.84	63.09	97.66
	"Brown County, TX"	"48049"	83.54	56.53	95.17
	"Burleson County, TX"	"48051"	85.56	57.68	98.06
	"Burnet County, TX"	"48053"	84.01	57.90	95.83
	"Caldwell County, TX"	"48055"	86.34	58.50	97.79
	"Calhoun County, TX"	"48057"	80.72	63.90	96.40
	"Callahan County, TX"	"48059"	82.05	56.39	94.32
	"Cameron County, TX"	"48061"	84.14	67.81	95.70
	"Camp County, TX"	"48063"	82.84	55.20	97.89
	"Carson County, TX"	"48065"	75.10	50.23	91.35
	"Cass County, TX"	"48067"	82.55	55.11	97.85
	"Castro County, TX"	"48069"	76.25	48.54	90.50
	"Chambers County, TX"	"48071"	77.93	63.36	95.12
	"Cherokee County, TX"	"48073"	83.78	56.07	97.18
	"Childress County, TX"	"48075"	81.13	53.58	95.27
	"Clay County, TX"	"48077"	82.04	55.23	98.21
	"Cochran County, TX"	"48079"	77.52	50.36	89.84
	"Coke County, TX"	"48081"	82.99	56.43	92.95
	"Coleman County, TX"	"48083"	83.28	56.37	94.44
	"Collin County, TX"	"48085"	81.82	57.01	98.25
	"Collingsworth County, TX"	"48087"	78.94	53.41	94.47
	"Colorado County, TX"	"48089"	84.70	58.74	97.31
	"Comal County, TX"	"48091"	84.79	59.28	96.10
	"Comanche County, TX"	"48093"	83.12	56.88	95.62
	"Concho County, TX"	"48095"	83.84	56.79	93.96
	"Cooke County, TX"	"48097"	80.89	56.23	98.25
	"Coryell County, TX"	"48099"	83.82	58.69	96.72
	"Cottle County, TX"	"48101"	81.84	55.09	95.06
	"Crane County, TX"	"48103"	84.09	55.14	92.21
	"Crockett County, TX"	"48105"	83.17	58.14	92.02
	"Crosby County, TX"	"48107"	79.12	52.62	91.82
	"Culberson County, TX"	"48109"	78.39	55.59	88.48
	"Dallam County, TX"	"48111"	73.46	47.60	90.11
	"Dallas County, TX"	"48113"	82.85	57.35	98.57
	"Dawson County, TX"	"48115"	80.54	53.42	91.19
	"Deaf Smith County, TX"	"48117"	74.85	48.81	89.96
	"Delta County, TX"	"48119"	81.60	56.59	98.25
	"Denton County, TX"	"48121"	82.15	57.00	98.36
	"DeWitt County, TX"	"48123"	85.95	60.37	97.46
	"Dickens County, TX"	"48125"	80.78	55.48	93.29
	"Dimmit County, TX"	"48127"	89.08	62.68	97.99
	"Donley County, TX"	"48129"	77.62	53.12	93.05
	"Duval County, TX"	"48131"	88.04	62.70	97.16
	"Eastland County, TX"	"48133"	82.18	57.03	95.05
	"Ector County, TX"	"48135"	81.98	54.13	91.04
	"Edwards County, TX"	"48137"	83.46	59.11	92.53
	"Ellis County, TX"	"48139"	83.32	56.51	98.65
	"El Paso County, TX"	"48141"	77.56	54.53	88.58
	"Erath County, TX"	"48143"	82.65	57.03	96.01
	"Falls County, TX"	"48145"	84.99	56.95	98.11
	"Fannin County, TX"	"48147"	81.09	56.24	98.36
	"Fayette County, TX"	"48149"	85.33	58.92	97.63
	"Fisher County, TX"	"48151"	82.76	56.25	94.09
	"Floyd County, TX"	"48153"	77.86	51.81	91.63
	"Foard County, TX"	"48155"	82.13	55.17	96.01
	"Fort Bend County, TX"	"48157"	83.14	59.85	96.71
	"Franklin County, TX"	"48159"	82.30	55.17	98.22
	"Freestone County, TX"	"48161"	84.19	56.27	98.17
	"Frio County, TX"	"48163"	88.63	61.22	97.89
	"Gaines County, TX"	"48165"	80.06	51.89	90.46
	"Galveston County, TX"	"48167"	77.06	65.11	95.34
	"Garza County, TX"	"48169"	81.51	54.38	92.75
	"Gillespie County, TX"	"48171"	82.65	57.26	93.13
	"Glasscock County, TX"	"48173"	82.11	55.48	91.58
	"Goliad County, TX"	"48175"	85.96	60.60	97.42
	"Gonzales County, TX"	"48177"	86.50	59.70	97.83
	"Gray County, TX"	"48179"	75.58	51.61	92.31
	"Grayson County, TX"	"48181"	81.02	55.75	98.31
	"Gregg County, TX"	"48183"	83.39	55.88	97.59
	"Grimes County, TX"	"48185"	85.04	56.88	97.37
	"Guadalupe County, TX"	"48187"	86.45	59.24	97.58
	"Hale County, TX"	"48189"	77.47	50.06	91.14
	"Hall County, TX"	"48191"	80.47	54.50	94.37
	"Hamilton County, TX"	"48193"	83.03	58.00	95.90
	"Hansford County, TX"	"48195"	75.04	49.40	92.12
	"Hardeman County, TX"	"48197"	81.61	54.52	95.90
	"Hardin County, TX"	"48199"	83.17	57.80	96.21
	"Harris County, TX"	"48201"	82.99	59.19	96.50
	"Harrison County, TX"	"48203"	83.09	56.20	97.63
	"Hartley County, TX"	"48205"	74.35	49.30	90.34
	"Haskell County, TX"	"48207"	82.99	56.53	95.76
	"Hays County, TX"	"48209"	84.54	59.33	96.17
	"Hemphill County, TX"	"48211"	76.23	50.10	94.06
	"Henderson County, TX"	"48213"	83.68	55.86	97.90
	"Hidalgo County, TX"	"48215"	89.05	64.49	97.46
	"Hill County, TX"	"48217"	83.68	57.73	98.20
	"Hockley County, TX"	"48219"	78.16	50.47	90.70
	"Hood County, TX"	"48221"	83.46	57.61	97.39
	"Hopkins County, TX"	"48223"	81.93	55.87	98.17
	"Houston County, TX"	"48225"	84.54	56.54	97.22
	"Howard County, TX"	"48227"	82.21	55.18	92.13
	"Hudspeth County, TX"	"48229"	76.36	54.61	87.70
	"Hunt County, TX"	"48231"	81.93	55.93	98.27
	"Hutchinson County, TX"	"48233"	76.24	49.77	92.31
	"Irion County, TX"	"48235"	82.84	56.90	92.01
	"Jack County, TX"	"48237"	81.84	56.51	97.28
	"Jackson County, TX"	"48239"	83.76	60.94	97.43
	"Jasper County, TX"	"48241"	83.58	56.66	96.34
	"Jeff Davis County, TX"	"48243"	75.58	53.17	86.39
	"Jefferson County, TX"	"48245"	79.76	61.28	95.69
	"Jim Hogg County, TX"	"48247"	88.59	63.98	96.99
	"Jim Wells County, TX"	"48249"	87.59	62.87	97.60
	"Johnson County, TX"	"48251"	83.10	57.45	97.71
	"Jones County, TX"	"48253"	83.37	56.64	94.98
	"Karnes County, TX"	"48255"	87.39	60.60	97.84
	"Kaufman County, TX"	"48257"	83.10	56.65	98.72
	"Kendall County, TX"	"48259"	83.12	58.69	94.13
	"Kenedy County, TX"	"48261"	86.30	64.56	97.13
	"Kent County, TX"	"48263"	82.40	55.58	93.90
	"Kerr County, TX"	"48265"	82.45	57.78	92.46
	"Kimble County, TX"	"48267"	83.18	57.34	92.72
	"King County, TX"	"48269"	82.32	56.00	94.95
	"Kinney County, TX"	"48271"	86.92	62.22	95.81
	"Kleberg County, TX"	"48273"	85.08	65.07	97.08
	"Knox County, TX"	"48275"	82.68	55.95	96.18
	"Lamar County, TX"	"48277"	81.18	55.09	98.31
	"Lamb County, TX"	"48279"	77.33	49.18	90.61
	"Lampasas County, TX"	"48281"	83.65	58.22	95.82
	"La Salle County, TX"	"48283"	89.51	62.33	98.42
	"Lavaca County, TX"	"48285"	85.29	59.60	97.42
	"Lee County, TX"	"48287"	85.47	58.34	97.97
	"Leon County, TX"	"48289"	84.73	56.66	97.68
	"Liberty County, TX"	"48291"	82.85	58.41	96.26
	"Limestone County, TX"	"48293"	84.15	57.31	98.05
	"Lipscomb County, TX"	"48295"	75.08	50.39	93.64
	"Live Oak County, TX"	"48297"	88.63	61.65	98.24
	"Llano County, TX"	"48299"	84.84	58.06	96.05
	"Loving County, TX"	"48301"	83.20	55.96	91.78
	"Lubbock County, TX"	"48303"	78.46	51.54	91.08
	"Lynn County, TX"	"48305"	79.73	52.10	91.25
	"McCulloch County, TX"	"48307"	83.80	56.83	94.56
	"McLennan County, TX"	"48309"	84.34	58.17	98.01
	"McMullen County, TX"	"48311"	89.36	61.99	98.40
	"Madison County, TX"	"48313"	85.20	56.79	97.66
	"Marion County, TX"	"48315"	83.05	55.61	98.01
	"Martin County, TX"	"48317"	81.78	53.73	91.42
	"Mason County, TX"	"48319"	83.91	57.82	94.31
	"Matagorda County, TX"	"48321"	80.14	63.35	95.95
	"Maverick County, TX"	"48323"	88.38	63.46	97.23
	"Medina County, TX"	"48325"	86.38	60.54	96.62
	"Menard County, TX"	"48327"	83.02	56.52	92.89
	"Midland County, TX"	"48329"	82.53	53.91	91.52
	"Milam County, TX"	"48331"	85.47	57.77	98.18
	"Mills County, TX"	"48333"	82.92	58.02	94.91
	"Mitchell County, TX"	"48335"	82.81	56.18	93.00
	"Montague County, TX"	"48337"	81.24	55.67	97.90
	"Montgomery County, TX"	"48339"	84.16	58.02	96.53
	"Moore County, TX"	"48341"	75.19	48.99	91.38
	"Morris County, TX"	"48343"	82.61	55.29	98.11
	"Motley County, TX"	"48345"	80.69	55.31	93.69
	"Nacogdoches County, TX"	"48347"	83.62	56.70	96.92
	"Navarro County, TX"	"48349"	83.86	56.86	98.62
	"Newton County, TX"	"48351"	83.10	56.86	96.09
	"Nolan County, TX"	"48353"	81.53	55.66	92.62
	"Nueces County, TX"	"48355"	85.27	64.44	97.32
	"Ochiltree County, TX"	"48357"	75.18	49.58	92.77
	"Oldham County, TX"	"48359"	75.44	49.98	90.60
	"Orange County, TX"	"48361"	81.75	58.93	95.52
	"Palo Pinto County, TX"	"48363"	82.82	57.44	97.03
	"Panola County, TX"	"48365"	83.52	55.94	97.39
	"Parker County, TX"	"48367"	82.40	57.23	97.19
	"Parmer County, TX"	"48369"	75.70	48.33	89.83
	"Pecos County, TX"	"48371"	82.30	57.80	90.45
	"Polk County, TX"	"48373"	83.88	56.86	96.45
	"Potter County, TX"	"48375"	75.88	49.60	91.20
	"Presidio County, TX"	"48377"	78.85	55.60	87.63
	"Rains County, TX"	"48379"	82.55	55.95	98.04
	"Randall County, TX"	"48381"	75.80	48.88	91.00
	"Reagan County, TX"	"48383"	82.43	56.42	91.41
	"Real County, TX"	"48385"	82.81	58.65	92.33
	"Red River County, TX"	"48387"	81.51	53.86	98.38
	"Reeves County, TX"	"48389"	83.48	57.92	91.37
	"Refugio County, TX"	"48391"	82.44	64.01	96.44
	"Roberts County, TX"	"48393"	75.82	50.60	92.97
	"Robertson County, TX"	"48395"	85.05	57.11	97.74
	"Rockwall County, TX"	"48397"	82.57	56.36	98.30
	"Runnels County, TX"	"48399"	83.54	56.48	93.95
	"Rusk County, TX"	"48401"	83.27	55.89	97.17
	"Sabine County, TX"	"48403"	83.47	55.68	96.48
	"San Augustine County, TX"	"48405"	83.71	55.84	96.47
	"San Jacinto County, TX"	"48407"	84.08	57.16	96.60
	"San Patricio County, TX"	"48409"	84.98	63.91	97.29
	"San Saba County, TX"	"48411"	83.86	57.68	95.21
	"Schleicher County, TX"	"48413"	82.54	57.05	91.93
	"Scurry County, TX"	"48415"	81.71	55.81	92.91
	"Shackelford County, TX"	"48417"	82.90	56.76	95.46
	"Shelby County, TX"	"48419"	83.69	55.90	97.01
	"Sherman County, TX"	"48421"	74.75	48.06	91.44
	"Smith County, TX"	"48423"	83.30	55.48	97.52
	"Somervell County, TX"	"48425"	83.79	58.24	97.82
	"Starr County, TX"	"48427"	89.79	64.89	97.62
	"Stephens County, TX"	"48429"	83.20	56.39	96.38
	"Sterling County, TX"	"48431"	82.34	56.05	92.05
	"Stonewall County, TX"	"48433"	83.06	56.22	95.03
	"Sutton County, TX"	"48435"	83.10	57.78	92.18
	"Swisher County, TX"	"48437"	76.76	49.59	91.20
	"Tarrant County, TX"	"48439"	82.99	56.87	98.12
	"Taylor County, TX"	"48441"	82.04	56.05	93.75
	"Terrell County, TX"	"48443"	84.30	59.80	92.25
	"Terry County, TX"	"48445"	79.18	51.47	90.62
	"Throckmorton County, TX"	"48447"	82.87	56.14	96.38
	"Titus County, TX"	"48449"	82.50	54.82	98.20
	"Tom Green County, TX"	"48451"	83.46	57.16	92.98
	"Travis County, TX"	"48453"	85.15	59.36	97.25
	"Trinity County, TX"	"48455"	84.61	55.77	97.08
	"Tyler County, TX"	"48457"	83.65	57.03	96.27
	"Upshur County, TX"	"48459"	83.11	55.47	97.78
	"Upton County, TX"	"48461"	82.91	55.27	91.48
	"Uvalde County, TX"	"48463"	86.47	61.38	95.87
	"Val Verde County, TX"	"48465"	86.08	61.10	94.64
	"Van Zandt County, TX"	"48467"	82.92	56.90	97.93
	"Victoria County, TX"	"48469"	84.39	60.98	97.37
	"Walker County, TX"	"48471"	84.77	57.06	97.08
	"Waller County, TX"	"48473"	84.34	58.02	96.89
	"Ward County, TX"	"48475"	84.83	56.65	92.55
	"Washington County, TX"	"48477"	85.03	57.81	97.48
	"Webb County, TX"	"48479"	88.73	63.88	97.45
	"Wharton County, TX"	"48481"	83.74	59.79	97.03
	"Wheeler County, TX"	"48483"	77.03	51.57	94.13
	"Wichita County, TX"	"48485"	82.05	54.74	97.97
	"Wilbarger County, TX"	"48487"	82.05	54.81	97.06
	"Willacy County, TX"	"48489"	85.37	65.39	96.37
	"Williamson County, TX"	"48491"	84.84	59.03	97.12
	"Wilson County, TX"	"48493"	87.16	60.00	97.85
	"Winkler County, TX"	"48495"	82.89	55.13	91.61
	"Wise County, TX"	"48497"	81.99	57.01	97.83
	"Wood County, TX"	"48499"	82.81	55.35	97.88
	"Yoakum County, TX"	"48501"	78.52	50.45	90.15
	"Young County, TX"	"48503"	82.49	56.34	96.99
	"Zapata County, TX"	"48505"	89.54	65.38	97.75
	"Zavala County, TX"	"48507"	88.73	62.01	97.74
	"Beaver County, UT"	"49001"	56.81	39.02	82.40
	"Box Elder County, UT"	"49003"	58.26	42.64	84.59
	"Cache County, UT"	"49005"	50.55	33.84	82.19
	"Carbon County, UT"	"49007"	51.79	35.35	81.38
	"Daggett County, UT"	"49009"	47.78	31.41	80.34
	"Davis County, UT"	"49011"	59.13	42.27	85.12
	"Duchesne County, UT"	"49013"	48.28	32.31	82.12
	"Emery County, UT"	"49015"	59.21	42.79	84.49
	"Garfield County, UT"	"49017"	56.78	39.63	84.27
	"Grand County, UT"	"49019"	59.51	42.07	84.96
	"Iron County, UT"	"49021"	56.47	39.83	82.25
	"Juab County, UT"	"49023"	58.19	42.04	83.81
	"Kane County, UT"	"49025"	62.47	44.30	85.02
	"Millard County, UT"	"49027"	59.43	42.61	84.29
	"Morgan County, UT"	"49029"	49.56	33.06	80.60
	"Piute County, UT"	"49031"	50.65	33.12	80.05
	"Rich County, UT"	"49033"	48.77	31.50	80.48
	"Salt Lake County, UT"	"49035"	54.49	36.91	83.58
	"San Juan County, UT"	"49037"	62.06	44.57	85.63
	"Sanpete County, UT"	"49039"	50.84	34.43	81.67
	"Sevier County, UT"	"49041"	51.36	34.69	81.16
	"Summit County, UT"	"49043"	43.31	27.28	80.18
	"Tooele County, UT"	"49045"	60.18	44.32	85.26
	"Uintah County, UT"	"49047"	55.79	39.14	83.68
	"Utah County, UT"	"49049"	52.80	35.11	83.06
	"Wasatch County, UT"	"49051"	45.89	29.10	80.43
	"Washington County, UT"	"49053"	64.18	46.08	85.75
	"Wayne County, UT"	"49055"	58.47	41.69	85.47
	"Weber County, UT"	"49057"	54.65	38.72	83.93
	"Addison County, VT"	"50001"	53.33	39.70	87.76
	"Bennington County, VT"	"50003"	51.91	38.49	88.06
	"Caledonia County, VT"	"50005"	50.85	37.21	87.09
	"Chittenden County, VT"	"50007"	53.24	39.02	87.57
	"Essex County, VT"	"50009"	49.54	36.05	86.11
	"Franklin County, VT"	"50011"	51.99	38.77	87.44
	"Grand Isle County, VT"	"50013"	54.40	40.65	87.45
	"Lamoille County, VT"	"50015"	50.71	37.42	86.60
	"Orange County, VT"	"50017"	52.30	38.16	87.69
	"Orleans County, VT"	"50019"	50.29	37.18	86.18
	"Rutland County, VT"	"50021"	52.51	38.75	87.65
	"Washington County, VT"	"50023"	51.11	37.35	86.97
	"Windham County, VT"	"50025"	53.14	39.45	88.65
	"Windsor County, VT"	"50027"	52.85	38.85	88.02
	"Accomack County, VA"	"51001"	63.07	55.46	88.90
	"Albemarle County, VA"	"51003"	68.67	48.93	91.61
	"Alleghany County, VA"	"51005"	64.51	44.87	87.78
	"Amelia County, VA"	"51007"	71.35	50.24	92.83
	"Amherst County, VA"	"51009"	69.01	49.75	91.15
	"Appomattox County, VA"	"51011"	70.74	49.77	92.10
	"Arlington County, VA"	"51013"	66.27	48.65	92.18
	"Augusta County, VA"	"51015"	64.41	45.85	88.15
	"Bath County, VA"	"51017"	63.44	44.46	87.18
	"Bedford County, VA"	"51019"	69.04	49.39	91.11
	"Bland County, VA"	"51021"	62.31	44.53	85.81
	"Botetourt County, VA"	"51023"	66.80	47.45	89.49
	"Brunswick County, VA"	"51025"	72.09	50.63	93.42
	"Buchanan County, VA"	"51027"	64.40	47.51	88.76
	"Buckingham County, VA"	"51029"	70.48	49.68	92.47
	"Campbell County, VA"	"51031"	70.84	50.30	92.26
	"Caroline County, VA"	"51033"	68.92	49.30	92.77
	"Carroll County, VA"	"51035"	64.11	45.45	87.15
	"Charles City County, VA"	"51036"	70.69	50.06	92.88
	"Charlotte County, VA"	"51037"	71.80	50.54	92.76
	"Chesterfield County, VA"	"51041"	70.54	49.57	92.76
	"Clarke County, VA"	"51043"	65.26	47.51	90.79
	"Craig County, VA"	"51045"	64.17	44.93	87.48
	"Culpeper County, VA"	"51047"	67.74	48.94	91.91
	"Cumberland County, VA"	"51049"	71.06	49.96	92.88
	"Dickenson County, VA"	"51051"	64.02	47.40	88.55
	"Dinwiddie County, VA"	"51053"	71.28	50.40	92.95
	"Essex County, VA"	"51057"	68.75	49.70	92.50
	"Fairfax County, VA"	"51059"	66.63	48.35	91.89
	"Fauquier County, VA"	"51061"	66.79	48.31	91.52
	"Floyd County, VA"	"51063"	63.79	44.80	86.79
	"Fluvanna County, VA"	"51065"	69.99	49.14	92.75
	"Franklin County, VA"	"51067"	69.00	49.07	90.97
	"Frederick County, VA"	"51069"	64.15	46.51	89.98
	"Giles County, VA"	"51071"	63.18	43.77	86.74
	"Gloucester County, VA"	"51073"	68.65	52.47	92.21
	"Goochland County, VA"	"51075"	70.00	48.95	93.02
	"Grayson County, VA"	"51077"	61.11	44.31	85.25
	"Greene County, VA"	"51079"	64.24	46.57	89.13
	"Greensville County, VA"	"51081"	71.90	50.75	93.64
	"Halifax County, VA"	"51083"	72.15	50.59	93.24
	"Hanover County, VA"	"51085"	69.62	49.21	92.88
	"Henrico County, VA"	"51087"	70.26	49.29	92.83
	"Henry County, VA"	"51089"	70.23	50.20	91.67
	"Highland County, VA"	"51091"	60.14	42.47	85.22
	"Isle of Wight County, VA"	"51093"	70.43	51.75	93.10
	"James City County, VA"	"51095"	69.76	51.01	92.43
	"King and Queen County, VA"	"51097"	69.05	50.04	92.47
	"King George County, VA"	"51099"	68.30	48.78	92.81
	"King William County, VA"	"51101"	69.52	49.64	92.73
	"Lancaster County, VA"	"51103"	65.13	53.82	89.98
	"Lee County, VA"	"51105"	64.36	48.94	89.36
	"Loudoun County, VA"	"51107"	65.66	47.74	91.19
	"Louisa County, VA"	"51109"	69.13	48.71	92.47
	"Lunenburg County, VA"	"51111"	71.86	50.22	92.75
	"Madison County, VA"	"51113"	66.31	48.75	90.76
	"Mathews County, VA"	"51115"	65.93	54.86	90.86
	"Mecklenburg County, VA"	"51117"	72.61	50.76	93.41
	"Middlesex County, VA"	"51119"	68.02	52.19	91.81
	"Montgomery County, VA"	"51121"	64.99	45.75	87.87
	"Nelson County, VA"	"51125"	68.14	48.78	90.60
	"New Kent County, VA"	"51127"	70.11	49.77	92.80
	"Northampton County, VA"	"51131"	62.66	57.96	88.59
	"Northumberland County, VA"	"51133"	63.73	54.71	89.09
	"Nottoway County, VA"	"51135"	71.55	50.49	92.77
	"Orange County, VA"	"51137"	68.43	49.18	91.97
	"Page County, VA"	"51139"	64.20	46.57	89.24
	"Patrick County, VA"	"51141"	67.42	48.89	89.93
	"Pittsylvania County, VA"	"51143"	71.03	50.45	92.53
	"Powhatan County, VA"	"51145"	70.44	49.50	92.68
	"Prince Edward County, VA"	"51147"	71.55	50.70	92.59
	"Prince George County, VA"	"51149"	70.94	49.78	93.00
	"Prince William County, VA"	"51153"	67.12	48.59	92.04
	"Pulaski County, VA"	"51155"	65.03	45.65	87.83
	"Rappahannock County, VA"	"51157"	65.13	47.75	90.23
	"Richmond County, VA"	"51159"	68.00	50.44	92.04
	"Roanoke County, VA"	"51161"	66.77	47.64	89.34
	"Rockbridge County, VA"	"51163"	65.80	47.33	88.97
	"Rockingham County, VA"	"51165"	64.09	45.72	88.73
	"Russell County, VA"	"51167"	63.94	46.58	87.84
